journalID,volumeID,year,volume
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,ppaqxxhp-6tae-rf77-zpxv-3n915cedgg4z,2018,4
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,m77a9nwj-iktq-e2bf-r6eq-03vhi3i8t89u,2018,5
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,5skmo3ue-f4p2-zpyt-u88r-99b7g2ii41i3,2018,6
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,hripfgsv-iu1s-fpd7-zx1c-qos38n3ennk6,2018,7
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,tiulsfzw-p02k-as6a-o21k-sttdp2oacxsj,2018,8
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,em3kb9jh-jl99-87ad-fp34-76wl05gbqnyv,2019,1
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,6b8llmsl-5bzi-u583-sjho-4uenxbnt50c4,2019,2
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,3onyh9yw-gmmc-o77m-lq0s-lgat9q1fauz0,2019,3
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,wt35yjlf-1fxn-da0l-gotx-rkt8k749ctss,2019,4
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,ybe8dwfq-e8nc-8637-cisq-v80rl9mn30pb,2019,5
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,kr05dvs7-cm4i-xwxu-9xch-luqm6vp4s89o,2019,6
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,u5w1w55d-gy9i-8s5e-rshh-l5wjxenwe1h1,2019,7
065e0ecf-c9b8-4a26-86a9-1060f0aa7239,2l6pdn7k-lca9-khpv-c8p4-ywludi1p7hre,2020,1
6923a4de-0158-4db9-a57a-504224d54726,s7u8u7ry-mkbl-ug4r-ftug-qk8rwa4qe9wj,2011,1
6923a4de-0158-4db9-a57a-504224d54726,0dc0f7rk-inq4-fwba-4u5h-2nupves10oql,2011,2
6923a4de-0158-4db9-a57a-504224d54726,gx6rrsou-fi4g-tjdz-f5gp-4yeemswze9my,2011,3
6923a4de-0158-4db9-a57a-504224d54726,355o1x14-ez4s-oi26-375t-a376s5hvyeqc,2011,4
6923a4de-0158-4db9-a57a-504224d54726,dbhtpm8g-j6dn-3f3u-hhx2-leeocvkarhmu,2011,5
6923a4de-0158-4db9-a57a-504224d54726,es5fgnvz-31mf-shpo-seic-1y1j1sxzvn5l,2011,6
6923a4de-0158-4db9-a57a-504224d54726,3qyuvdzx-rqz6-kphy-ci8p-k4vo4vq5ro2v,2011,7
6923a4de-0158-4db9-a57a-504224d54726,4grho7pd-loo0-e4a8-82ui-q8dvwpua0qrx,2011,8
6923a4de-0158-4db9-a57a-504224d54726,n5crjjqh-h147-9ukp-o4aa-n13wbj2eti99,2011,9
6923a4de-0158-4db9-a57a-504224d54726,u0p0jprg-au7e-d4qa-eflz-kzrl8xdu8sai,2011,10
6923a4de-0158-4db9-a57a-504224d54726,a1osieyw-nin7-y9cv-c1h5-aoy9ogr2rlqu,2012,1
6923a4de-0158-4db9-a57a-504224d54726,rkqob3gn-4gbt-7v1m-l9ci-o5kb6inoivpp,2012,2
6923a4de-0158-4db9-a57a-504224d54726,e6sdcn4h-sbjq-ko20-4n8g-b4xygcq66a0l,2012,3
6923a4de-0158-4db9-a57a-504224d54726,opjh6j0s-wehv-3gns-ukih-s2n17bf2ij8z,2012,4
6923a4de-0158-4db9-a57a-504224d54726,4e3b2doh-zd9q-ep6k-j4i7-0nioup06tibl,2012,5
6923a4de-0158-4db9-a57a-504224d54726,gnnjfed2-k6g0-n5m8-0ddb-exw5iklyd8um,2012,6
6923a4de-0158-4db9-a57a-504224d54726,j2zwxag7-6698-pytt-jzvd-ntttu94accdg,2013,1
6923a4de-0158-4db9-a57a-504224d54726,y7xfi7ej-vwds-n4os-2a34-5nejzgjrwf70,2013,2
6923a4de-0158-4db9-a57a-504224d54726,r0hr6zlj-416f-ct0y-5yu3-uzk7ombddumd,2013,3
6923a4de-0158-4db9-a57a-504224d54726,z4w0xrz7-8tap-jki2-9acj-t8ztfap96x2h,2013,4
6923a4de-0158-4db9-a57a-504224d54726,800r67fc-xm5d-6xbr-e0if-1vgi2r2at3t5,2013,5
6923a4de-0158-4db9-a57a-504224d54726,ea7kgbox-ftzo-nzgh-2uh1-m2mk6kjgyb9o,2013,6
6923a4de-0158-4db9-a57a-504224d54726,fqchisno-t8t8-sak6-9xon-r0c38t9ebvqy,2013,7
6923a4de-0158-4db9-a57a-504224d54726,behs1fly-lbbd-5hrr-b3b4-2zya1mf1sj6u,2013,8
6923a4de-0158-4db9-a57a-504224d54726,upuvtjzv-iceb-0oa8-gzb0-k8yd4hobhyao,2013,9
1ab115e4-3ac5-49d4-80d9-13a2b2554585,qv38o7z0-0y32-akyl-br3g-qrbcnhoguwmp,2005,1
1ab115e4-3ac5-49d4-80d9-13a2b2554585,5qf5p0g5-kplc-pm00-3fmy-9r5dx85ks3uj,2005,2
1ab115e4-3ac5-49d4-80d9-13a2b2554585,ia4s3rs3-3cco-8emr-lx0s-j8aut7xjdv0t,2005,3
1ab115e4-3ac5-49d4-80d9-13a2b2554585,3r5glrii-exrv-llcy-0ufn-mmxsjnf6gily,2005,4
1ab115e4-3ac5-49d4-80d9-13a2b2554585,f5k2f1sd-2c95-msqq-9m4t-ek3n2wjuyrxl,2005,5
1ab115e4-3ac5-49d4-80d9-13a2b2554585,8t0e3sgs-velt-cs0p-u7hj-7olehyn0khc1,2005,6
1ab115e4-3ac5-49d4-80d9-13a2b2554585,llvhy3gz-e0s3-sq5m-4wa8-c89htbb8los9,2005,7
1ab115e4-3ac5-49d4-80d9-13a2b2554585,3cr51a62-sn2e-9a35-vdme-m5acvux39roq,2006,1
1ab115e4-3ac5-49d4-80d9-13a2b2554585,ny3fmj6v-yeyv-rplt-y7l4-dx743a1da51e,2006,2
1ab115e4-3ac5-49d4-80d9-13a2b2554585,pbshn0cd-fnue-7d4t-nv37-yh9px6abl2nl,2006,3
1ab115e4-3ac5-49d4-80d9-13a2b2554585,9kewarma-jsb5-qdn9-b2ve-g0a58rehmgv8,2006,4
1ab115e4-3ac5-49d4-80d9-13a2b2554585,sm9onnsg-go8m-841g-c6m8-ak27ayp2eg52,2006,5
1ab115e4-3ac5-49d4-80d9-13a2b2554585,8liywwbs-vqg9-h55h-49af-vrw515nluk2g,2006,6
1ab115e4-3ac5-49d4-80d9-13a2b2554585,spkp2n0t-hqnq-q38k-d2kt-6vr0ji31kt9x,2007,1
1ab115e4-3ac5-49d4-80d9-13a2b2554585,by5f8qcs-l2jd-ivhi-qj4j-hx8375ufcaxl,2007,2
1ab115e4-3ac5-49d4-80d9-13a2b2554585,523bgyp5-u16b-15t7-u30e-9ut2l7jg78sr,2007,3
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,eeo22atn-uxv9-2lmy-qp3i-wbtm9lr7tgwv,2014,1
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,lzgkpwd6-8ses-hrgy-uodd-thgo564n5r2q,2014,2
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,alfkev5v-w8ac-0oq0-bmaq-nihkbyqwpnv5,2014,3
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,9gazaw9x-jptm-w8lp-dza4-r95h5zome2hg,2014,4
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,fruvqc5f-kjfd-vz2u-f0xw-rjan48sqqzp0,2014,5
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,ecxbot5f-ivkg-bj9a-esbz-nzolhr6cksh5,2014,6
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,bp7jceez-ssm3-vjjx-ul6p-oi3iwevbq5by,2014,7
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,lnezwnxi-xjut-l9pt-zx4s-j2vzkcesr9l8,2015,1
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,r83an4id-2uuy-hzm0-gwej-6pg7d5snvswu,2015,2
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,vw3jy3q2-5o54-hyth-ccdz-tw4o38k5amkw,2015,3
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,92k3qm3y-21jn-sqow-5jjv-x72pyt9q7r4n,2015,4
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,o7at8cse-8ckc-mflt-ycy4-f81ml231o57x,2015,5
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,qqfuc39m-cv5f-kdig-ucfa-2r1zhchvkjet,2016,1
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,m8r35xjg-yxy2-hjlh-m20q-cty84wrq7zo7,2016,2
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,dpnk33nr-3s67-nip8-uwgm-xb8ari6bicd9,2016,3
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,g430v5td-2xm9-brn2-uri6-hlx8e2a32akz,2016,4
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,gxks2r9h-vyb0-483v-j1tf-3n8snikrza61,2016,5
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,vfdn9vp1-ewk4-zymx-5sw4-jhjfgipbycto,2016,6
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,h7gkeex6-1qri-uuhu-atx9-hlm451hjlaw6,2016,7
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,ig7djmrf-4o5b-7qat-3ygl-w94admo1kkyd,2017,1
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,t5ibdrc4-8s4v-uavk-k8sk-3jtseop0ce3t,2017,2
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,4jonu93i-m4mn-2zof-wgkb-w9luw3pkrate,2017,3
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,04d0lygl-zmwl-9osz-cm6f-3ujempn9dt3j,2017,4
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,xbzu01ek-14hr-6uh3-5575-u1l6rxniy1hz,2017,5
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,n8u34e5e-nlbt-3kzm-mlii-exl925jhwo9f,2017,6
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,whydy880-vfb4-x541-gakr-bavo569z5aqc,2017,7
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,tyt6hc6z-st4x-4t1d-654q-xgt6f57bnpns,2017,8
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,kpcx20r6-7te4-il6c-owv6-c76gb6sgdb7m,2017,9
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,hwroeruc-xtli-jylx-c7ca-1hzwdw5iasd8,2017,10
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,z4nv5mxa-glzf-iado-pkzl-qdhdr9rfipbc,2018,1
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,c89h5v97-tbbi-f47q-c736-niyw7qsi7wip,2018,2
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,rytq2h69-9697-jzz4-6nk3-tb4xr3su6j3a,2018,3
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,hhm4isbd-xgj7-k1ql-uakh-lxwh5p55fqkw,2018,4
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,b4gvjaqx-5k8u-64lo-tnrp-ggi6q5gsetf2,2018,5
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,5vqnag19-xk3q-u4bg-d7hq-f24tanbo1f4n,2018,6
e5be1ceb-b87d-4a03-8b68-32b1d20eb8a0,ypqr1bgv-efy2-kli9-rm6f-xgkljlx176yw,2018,7
69178f84-d74c-466a-bc6b-3ed49eac2dfb,ftqmcusl-qvgl-gfzl-wq05-3zd4wzccknl1,1997,1
69178f84-d74c-466a-bc6b-3ed49eac2dfb,eltt3g3v-z3qg-aapc-9jfm-q4symmo1b32x,1997,2
69178f84-d74c-466a-bc6b-3ed49eac2dfb,wzi37yzt-jziv-2uya-sclj-zy6kebh1bzfj,1997,3
69178f84-d74c-466a-bc6b-3ed49eac2dfb,zybna77e-fej7-fw3w-6dk6-eyjvvyhqgqbs,1997,4
69178f84-d74c-466a-bc6b-3ed49eac2dfb,93mg3t6z-7r2u-vaxu-pbrf-ww3e87ofi3dr,1997,5
69178f84-d74c-466a-bc6b-3ed49eac2dfb,78jpnvwv-d9u0-ectp-6odq-93ehgs33gd95,1997,6
69178f84-d74c-466a-bc6b-3ed49eac2dfb,evaq5mdg-qitt-y8ga-0grr-in1wmxah47sb,1997,7
69178f84-d74c-466a-bc6b-3ed49eac2dfb,9iekwtq0-m5uh-rnff-gx47-z6qquz2pqabp,1997,8
69178f84-d74c-466a-bc6b-3ed49eac2dfb,9842u7ia-hti9-t0gy-4z74-rx1i53stkn06,1997,9
69178f84-d74c-466a-bc6b-3ed49eac2dfb,6ba4vfxh-6uyb-mdaw-sq3k-m3libapenlmr,1997,10
69178f84-d74c-466a-bc6b-3ed49eac2dfb,aaxg4wep-896s-q24e-u0r7-d0qdtfihpar4,1998,1
69178f84-d74c-466a-bc6b-3ed49eac2dfb,2d2b2r6i-eu3u-p2dj-3o2q-uw924zsiz03w,1998,2
69178f84-d74c-466a-bc6b-3ed49eac2dfb,frjjd77g-qau7-r55c-nau8-i9vkko03bvbw,1998,3
69178f84-d74c-466a-bc6b-3ed49eac2dfb,zp3ua31t-ar5s-6x5a-gerg-q0ppgwanaga7,1998,4
69178f84-d74c-466a-bc6b-3ed49eac2dfb,aizp5cg0-5539-ldds-t70y-qj5wgwqgrpok,1999,1
69178f84-d74c-466a-bc6b-3ed49eac2dfb,sq3cnmsw-m8c0-fk6n-7yn1-ekex74v65w2y,1999,2
69178f84-d74c-466a-bc6b-3ed49eac2dfb,hmz7fkis-ua6i-rdiu-dg7k-7769sdnz5twa,1999,3
69178f84-d74c-466a-bc6b-3ed49eac2dfb,ofmtxahj-cpto-b812-opx9-qe9yvf7wrbex,1999,4
69178f84-d74c-466a-bc6b-3ed49eac2dfb,1r1qxpkc-rdal-aj4k-qleo-roj5ffuo0h87,1999,5
69178f84-d74c-466a-bc6b-3ed49eac2dfb,p1zpwil1-4u7z-xmqc-86yg-hubkljvqezlt,1999,6
69178f84-d74c-466a-bc6b-3ed49eac2dfb,xbim736c-2zeq-8twe-eqqk-9hoakuzhtw3d,1999,7
69178f84-d74c-466a-bc6b-3ed49eac2dfb,qymo89qy-y44t-pp08-9psi-ve15sct1szg5,2000,1
69178f84-d74c-466a-bc6b-3ed49eac2dfb,ccyuhwpr-g0kx-5007-g549-gj4215d5vvo8,2000,2
69178f84-d74c-466a-bc6b-3ed49eac2dfb,wo92ssi9-46pp-tivm-okxa-27fm03k3oqq0,2000,3
69178f84-d74c-466a-bc6b-3ed49eac2dfb,kdy026vb-nmhh-g2rh-jr5v-w7t437s0b92k,2000,4
69178f84-d74c-466a-bc6b-3ed49eac2dfb,mb9ja1b8-pzek-fuon-7zb8-x52m1d7tsavc,2000,5
69178f84-d74c-466a-bc6b-3ed49eac2dfb,64g79hmj-qj9h-3s2t-ezsm-17u8yfo8ut9h,2000,6
69178f84-d74c-466a-bc6b-3ed49eac2dfb,2cam9v6h-akdj-7h8x-gvpr-4qhne5av5guw,2000,7
69178f84-d74c-466a-bc6b-3ed49eac2dfb,cchwmre6-s0gj-bcav-ok3e-agocc38l0qv1,2001,1
69178f84-d74c-466a-bc6b-3ed49eac2dfb,evzvzfgx-lwz4-n4yy-ufen-8p4vwjoxbcd5,2001,2
69178f84-d74c-466a-bc6b-3ed49eac2dfb,7gaeq7og-h0f1-kjyl-iy1s-ylvyx8rl8um6,2001,3
69178f84-d74c-466a-bc6b-3ed49eac2dfb,94w89ojb-19oc-emw0-34ui-mnenj4cs8x35,2001,4
69178f84-d74c-466a-bc6b-3ed49eac2dfb,tovgf5nf-1ohx-2dpa-5o6c-asuq1co17zic,2001,5
69178f84-d74c-466a-bc6b-3ed49eac2dfb,uapaz4mi-u5od-emju-fmus-5v3b2aqhtg5j,2001,6
69178f84-d74c-466a-bc6b-3ed49eac2dfb,qr07i712-e8gc-t51d-krtt-0mu7teng4cs2,2001,7
69178f84-d74c-466a-bc6b-3ed49eac2dfb,0o6t42u5-t8wb-nfns-p96u-lpc1s25q43y3,2001,8
69178f84-d74c-466a-bc6b-3ed49eac2dfb,qmqoua9s-sldo-4nwl-e4sn-lq2u15k9hh7y,2001,9
5911a4e7-9457-410d-aeac-3f50fb9914c1,0qwjchlf-ye05-pxct-a1fm-15qpry8b90da,2015,1
5911a4e7-9457-410d-aeac-3f50fb9914c1,ya2ncmwf-pdj1-s86l-n26t-gb1tdfoe4cj4,2015,2
5911a4e7-9457-410d-aeac-3f50fb9914c1,4uypdvcs-bjnp-66k3-uied-05ovuw0zv5yw,2016,1
5911a4e7-9457-410d-aeac-3f50fb9914c1,rci6hiff-38f0-yh5g-ky3u-evfrx8anf59y,2016,2
5911a4e7-9457-410d-aeac-3f50fb9914c1,1al3uy9t-f4v8-x0yi-sbro-8fsqbaovbzxa,2016,3
5911a4e7-9457-410d-aeac-3f50fb9914c1,0qy1dsn6-b45j-26ft-kcp6-3vcvz93xmhgq,2017,1
5911a4e7-9457-410d-aeac-3f50fb9914c1,zf327alu-3x88-8c9g-lg1x-26o0wis9gz99,2017,2
5911a4e7-9457-410d-aeac-3f50fb9914c1,0ohyyhrq-dpty-iquo-9qt1-6h914x2bmo7f,2017,3
5911a4e7-9457-410d-aeac-3f50fb9914c1,wok1d4zg-ekfx-3m5c-57c6-yhprgjaa1dnz,2017,4
5911a4e7-9457-410d-aeac-3f50fb9914c1,yehju4lw-415f-c2xy-b1vf-b24sk37rl269,2017,5
5911a4e7-9457-410d-aeac-3f50fb9914c1,4mh8cnzd-kbv8-xq7c-dtb8-xajrlzfxrzge,2017,6
5911a4e7-9457-410d-aeac-3f50fb9914c1,zewmlclt-rwv9-1gr8-e37r-8wzqbw2p5119,2017,7
5911a4e7-9457-410d-aeac-3f50fb9914c1,gfy1a4xi-14y8-hvk1-00mb-hbw2jles2wvh,2017,8
5911a4e7-9457-410d-aeac-3f50fb9914c1,6rcg7dm3-p4ru-iyu6-du7u-vwuqs5ji65ux,2017,9
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,ilcy1hsr-e0i4-cbrh-u1ru-yjkcuth4v6l9,2021,1
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,7d8ao8qc-mdwn-ty79-oy77-qp3pey5dpqgi,2021,2
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,ke2n6gyn-94y8-13ls-j71v-g1lqlkojlgcy,2022,1
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,xmgs9sz9-rhy3-j02l-d1b8-0r4yyappahtp,2022,2
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,edrexfqd-0dbq-gi3v-k2b5-gaeutcjusfn4,2022,3
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,9gvg61vw-vopi-p9ux-jaj6-o9cl2d09wehw,2022,4
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,bj73rrlx-5qyp-w2sf-f1if-sh4uny2s2ie5,2022,5
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,my4athr7-d9t6-rosw-4wh1-1nooblaxzrgv,2022,6
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,62l3ezg8-p5mo-l3cv-3hga-zhzauycc4wfp,2022,7
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,of35gqjq-wad0-o4s0-f6cn-l6te6woxieff,2022,8
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,9w5xse47-xd3u-bbyh-m5qz-w5ixk2j6iu54,2023,1
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,4m2zn5ol-dwmy-aac6-42vm-ayyfgohze25c,2023,2
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,7l6ixyhw-f6rq-ylgd-b37b-esihb21xmvu5,2023,3
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,4jxijxri-0j7k-885w-a3zt-39gorzixrz0p,2023,4
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,vf0pcopg-9n1u-eg80-yzn3-7jtapiy9y0ki,2023,5
1f60c8dd-b90f-4788-95fc-be7c8a7839e3,c7b3rnxy-rqzv-zobv-cmpf-2bbpyduiahn3,2023,6
aab05c46-b552-49b3-8c8d-359b187a0e8e,hjon4pcl-2kvz-eizj-48gw-ie5vepmpisp2,1994,1
aab05c46-b552-49b3-8c8d-359b187a0e8e,w8b56uia-6i3x-wvsj-90cr-ofl9efqmc3tk,1994,2
aab05c46-b552-49b3-8c8d-359b187a0e8e,eal3jgar-8btc-9w5y-uijp-po0vydtwjhoc,1994,3
aab05c46-b552-49b3-8c8d-359b187a0e8e,l4c5plxy-kse6-buv1-ppca-jvkpq6m9eu98,1994,4
aab05c46-b552-49b3-8c8d-359b187a0e8e,9vx3xafi-6c11-a79t-rihf-8fb0xh5bswcp,1994,5
aab05c46-b552-49b3-8c8d-359b187a0e8e,8eosvvpl-hj4k-4vi6-r4bc-e1sjm59kzup4,1994,6
aab05c46-b552-49b3-8c8d-359b187a0e8e,40jdpuel-oqcp-3730-wysd-ewee9rkmoa74,1994,7
aab05c46-b552-49b3-8c8d-359b187a0e8e,6aadsc42-94p1-v1on-hl83-kly05fzdg2e2,1995,1
aab05c46-b552-49b3-8c8d-359b187a0e8e,3fpxsjc5-x8h1-fonb-7688-6wh4s3dfiai1,1996,1
aab05c46-b552-49b3-8c8d-359b187a0e8e,6tgic48p-vi7f-hizt-ydw5-hua0l5k5my7y,1996,2
aab05c46-b552-49b3-8c8d-359b187a0e8e,auqzk6r2-lbjt-w8vs-ovig-1uw08eekqwh2,1996,3
aab05c46-b552-49b3-8c8d-359b187a0e8e,lykv3b17-bggj-hwzz-1710-wy49knwmtgtr,1996,4
aab05c46-b552-49b3-8c8d-359b187a0e8e,1h43rylz-atc3-kc2f-d54i-l8541rdjzzag,1996,5
aab05c46-b552-49b3-8c8d-359b187a0e8e,i0g23m4t-jmod-5mcq-pi21-t77ucbo0gqy9,1996,6
aab05c46-b552-49b3-8c8d-359b187a0e8e,vrqqomgl-dpq3-c1w7-zh4t-n3vdnkmsxu58,1996,7
aab05c46-b552-49b3-8c8d-359b187a0e8e,wphnyyo4-vg8m-40a0-qtnv-5y7rzarbmuiw,1996,8
aab05c46-b552-49b3-8c8d-359b187a0e8e,ksjd39av-4t0i-4f2y-x2pk-ronmxvkv8gai,1996,9
aab05c46-b552-49b3-8c8d-359b187a0e8e,zfz5lg4j-mu3q-o9qz-8lqu-7x0gg0xbofz2,1997,1
aab05c46-b552-49b3-8c8d-359b187a0e8e,69zd4qpm-mx0k-eoj2-5ew2-9fqa3p4hpcai,1997,2
aab05c46-b552-49b3-8c8d-359b187a0e8e,serl0ngg-tv7s-8kia-qp3u-t6vd1a3qy1mb,1997,3
fe3e5273-0175-45da-a800-44dd748c7d42,sk7q6dji-bdx0-wfee-3wrq-f1ws91g26gqg,2018,1
fe3e5273-0175-45da-a800-44dd748c7d42,kozsqmu1-px0k-tovx-69h7-ioaluj3d8zaw,2018,2
fe3e5273-0175-45da-a800-44dd748c7d42,9sw7wcr4-ijex-5wao-359t-cg2mfw3foplm,2018,3
fe3e5273-0175-45da-a800-44dd748c7d42,nbvryyxe-n4hb-fbxr-qtw8-zrh0vl42xucx,2018,4
