,corpusid,externalids,url,title,authors,venue,publicationvenueid,year,referencecount,citationcount,influentialcitationcount,isopenaccess,s2fieldsofstudy,publicationtypes,publicationdate,journal,updated
18,217433162,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2749660157', 'CorpusId': '217433162', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/7df6ed92705dcc5fd6fa249e6b4549b108868bef,海底地理的実体命名による大陸架Hua界への影響-日本を例として-【JST・京大機械翻訳】,"[{'authorId': '67344332', 'name': 'Huang Wenxing'}, {'authorId': '100923270', 'name': 'Zhu Ben-duo'}, {'authorId': '9427070', 'name': 'L. Liqiang'}, {'authorId': '30648198', 'name': 'Zhang Jinpeng'}]",,,2016.0,0,0,0,False,,,,"{'name': '', 'pages': '819', 'volume': '31'}",2022-01-27T16:41:51.634Z
19,200436852,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2395940959', 'CorpusId': '200436852', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/adedca0eb5751de46bc164f0c6d4c414f428d912,Pacto Global España adhiere 50 nuevas empresas y organizaciones,"[{'authorId': '89818221', 'name': 'José Catenacci'}]",,,2011.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-01-27T18:33:23.912Z
20,115263329,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2758056936', 'CorpusId': '115263329', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e5ab656b01bc87c761b340023a925d50e829bcea,Gas turbine having a locking plate between the blade root and the disk,"[{'authorId': '1450478187', 'name': 'クリストフ・シーファー'}, {'authorId': '1450465661', 'name': 'ニコラス・エフ・マーティン'}, {'authorId': '1412330897', 'name': 'ペーター・シュレーダー'}, {'authorId': '1450461797', 'name': 'ベルント・ファン・デン・トールン'}]",,,2009.0,0,0,0,False,"[{'category': 'Engineering', 'source': 's2-fos-model'}, {'category': 'Materials Science', 'source': 's2-fos-model'}, {'category': 'Engineering', 'source': 'external'}]",,2009-09-10,,2022-01-27T20:31:43.179Z
21,223824009,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '357368066', 'CorpusId': '223824009', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/6468723a2d65ca5e8035630b68dbe10adf8152af,最近の情報処理技術〔第9回〕:機械翻訳,"[{'authorId': '73303279', 'name': '野村 浩郷'}]",,,1982.0,0,0,0,False,,,,"{'name': '', 'pages': '808-818', 'volume': '25'}",2022-02-08T00:33:06.673Z
22,221904392,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '618358067', 'CorpusId': '221904392', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/90b1e011b82b591fb27ba983ac8e08a1563b48ce,"(Rez.:) Bill, Ralf: Grundlagen der Geo-Informationssysteme. Bd. 2: Analysen, Anwendungen und neue Entwicklungen. Heidelberg: Wichmann, 1996","[{'authorId': '69893311', 'name': 'R. Seuss'}]",,,1997.0,0,2,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T01:01:23.621Z
23,193910190,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2743422950', 'CorpusId': '193910190', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/a3827cbbfa89c60745ae625cdf44397817bf428e,Construcción de un Edificio de Oficinas de 8 pisos – 01 sótano y 01 semisótano. ¨Centro Empresarial Efi100tech¨,"[{'authorId': '146441184', 'name': 'Carpio Torres'}, {'authorId': '133840494', 'name': 'C. Alberto'}]",,,2011.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T08:18:46.326Z
24,193986636,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2787621206', 'CorpusId': '193986636', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/a63bcbce5ca82b2839014eb7edb03db2b0a7a8c8,Penyelidikan Disentegrasi Tablet Salut enterik Pas-Na Yang Beredar di Apotik-Apotik Kota Surabaya,"[{'authorId': '146726313', 'name': 'Ff. Mangestuti'}]",,,1988.0,0,0,0,False,,['Review'],,,2022-02-08T08:18:46.576Z
25,194568354,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2761115943', 'CorpusId': '194568354', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/4dca69d91894625344d7d4ce8bc253824977ee31,Animations d'avatar commandées par utilisateur interactif,"[{'authorId': '2068285081', 'name': 'Phil Harrison'}, {'authorId': '2095043654', 'name': 'Scott Christopher Waugaman'}, {'authorId': '146860121', 'name': 'Gray M. Zalewski'}]",,,2008.0,0,0,0,False,,,,,2022-02-08T08:14:33.759Z
26,193721531,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2575859597', 'CorpusId': '193721531', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/59945c521c52bb1573e4540cda1b7dec84927893,Ontwikkeling van een FAST-LC methode voor een aantal nitrofuranen in vlees en melk,"[{'authorId': '94340791', 'name': 'Rijks-Kwaliteitsinstituut voor Land en Tuinbouwprodukten'}]",,,1985.0,0,0,0,False,,,,,2022-02-08T08:19:25.197Z
27,201480471,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2965816640', 'CorpusId': '201480471', 'PubMed': None, 'DOI': '10.11606/D.3.2019.tde-09052019-081858', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/8f24caaad7a63a99eadcf9abd55318604607d28a,Edifícios de estrutura de aço: segurança contra incêndio e sistemas de proteção da estrutura.,"[{'authorId': '152543914', 'name': 'S. Melhado'}]",,,1990.0,0,0,0,True,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T05:06:48.457Z
28,233031856,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': None, 'CorpusId': '233031856', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/cc129a069c823400a578f209f19f4f707adcf6bc,THe iNFLueNce OF cOAcHiNG ON THe DeVeLOPMeNT OF MANAGeR’S,"[{'authorId': '97542604', 'name': 'Leader Skills'}]",,,2019.0,17,0,0,False,,,,,2022-02-07T21:56:01.195Z
29,227683652,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '3032265946', 'CorpusId': '227683652', 'PubMed': None, 'DOI': '10.3760/CMA.J.ISSN.1673-4246.2006.01.003', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/625ff7aab37960dfd5d4bafa3602f0621418c16f,Guideline of the practical clearance of the commerce at ports of Finland,"[{'authorId': '2104470370', 'name': '肖诗鹰'}, {'authorId': '83231700', 'name': '刘铜华'}]",,,2006.0,0,0,0,False,"[{'category': 'Agricultural And Food Sciences', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 'external'}]",,2006-01-30,"{'name': 'Traditional Chinese Medicine', 'pages': '133-135', 'volume': '28'}",2022-02-07T23:25:28.496Z
30,226918383,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '3016832119', 'CorpusId': '226918383', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/195c34eccfe4356cf7a1aca3bcc0474a0686c7e7,"The US FTC challenges a merger in what it defines as markets for the retail sale of gasoline and the retail sale of diesel, and requires divestitures in 10 local geographic markets (Alimentation Couche-Tard / Holiday)","[{'authorId': '123215032', 'name': 'Gregory E. Heltzer'}, {'authorId': '32792907', 'name': 'A. L. Hamilton'}, {'authorId': '133769524', 'name': 'Christian Krohs'}, {'authorId': '120036216', 'name': 'Daniel Powers'}, {'authorId': '96559184', 'name': 'David Henry'}]",,,2017.0,0,0,0,False,"[{'category': 'Economics', 'source': 's2-fos-model'}, {'category': 'Business', 'source': 'external'}]",,2017-12-28,"{'name': '', 'pages': None, 'volume': ''}",2022-02-07T23:41:24.863Z
31,224582261,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '931222617', 'CorpusId': '224582261', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/e22c2bc0fbc86c3694df17859bd23abcefa01431,论民生问题的刑法规制——以《刑法修正案（八）》为视角,"[{'authorId': '152550368', 'name': '张凯'}, {'authorId': '2002659280', 'name': '陶梦龙'}]",,,2013.0,0,0,0,False,,,,"{'name': '', 'pages': '98-102', 'volume': ''}",2022-02-08T00:21:46.643Z
32,224692389,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1030523628', 'CorpusId': '224692389', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/6669623175058f1cc2311238db5be234a48a6b07,脉冲激光沉积法制备的Pb（Zr0.4Ti0.6）O3铁电薄膜漏电机理,"[{'authorId': '94384588', 'name': '陈剑辉'}, {'authorId': '91066114', 'name': '刘保亭'}, {'authorId': '152127172', 'name': '孙杰'}, {'authorId': '2002858749', 'name': '霍骥川'}, {'authorId': '116490657', 'name': '赵敬伟'}, {'authorId': '83072151', 'name': '王玉强'}, {'authorId': '91596515', 'name': '赵庆勋'}]",,,2009.0,0,0,0,False,,,,"{'name': '', 'pages': '474-479', 'volume': '29'}",2022-02-08T00:22:14.750Z
33,221596894,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2989797875', 'CorpusId': '221596894', 'PubMed': None, 'DOI': '10.3406/rhpr.1999.5551', 'PubMedCentral': None}",https://www.semanticscholar.org/paper/667c160baec3139d3533fe58837ce3ba329d33f3,La notion d'epieikeia chez Martin Luther (à suivre),"[{'authorId': '117692951', 'name': 'M. Arnold'}]",,,1999.0,0,2,0,False,,,,"{'name': '', 'pages': '187-208', 'volume': '79'}",2022-02-08T01:09:06.811Z
34,218343366,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2300887858', 'CorpusId': '218343366', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/9922c1e954f6762dc9e8a8ddf1ae76a8039267a0,从姚鼐《古文辞类纂》“哀祭类”收录楚辞看古代文章的分类,"[{'authorId': '135490149', 'name': '吕双伟'}]",,,2015.0,0,0,0,False,,,,"{'name': '', 'pages': '25-29', 'volume': '36'}",2022-02-08T01:49:14.440Z
35,219492314,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '3026067200', 'CorpusId': '219492314', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/dfdd25c00e1307c37bc6b298b19506ff19cbbea4,Overvåking av effekter av tiltak for truede arter og naturtyper,"[{'authorId': '5951409', 'name': 'Marianne Evju'}, {'authorId': '104316071', 'name': 'Hanne Hegre'}, {'authorId': '6526944', 'name': 'A. Lyngstad'}, {'authorId': '52286385', 'name': 'E. Svalheim'}, {'authorId': '47610937', 'name': 'Pål Thorvaldsen'}, {'authorId': '2096976505', 'name': 'Lise Tingstad'}, {'authorId': '3574639', 'name': 'L. G. Velle'}, {'authorId': '5946113', 'name': 'Dag-Inge Øien'}, {'authorId': '116896572', 'name': 'Erik Framstad'}]",,,2020.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T01:34:47.794Z
36,213947167,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2991402914', 'CorpusId': '213947167', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/facca0cc375cf2b6ed2109ecd4c76991af0820a1,APLIKASI PUPUK ORGANIK PADAT (POP) TANDAN KOSONG KELAPA SAWIT (TKKS) TERHADAP PERTUMBUHAN DAN HASIL MENTIMUN,"[{'authorId': '1581894579', 'name': 'Okta Viona'}, {'authorId': '152574214', 'name': 'B. Faiz'}, {'authorId': '87303876', 'name': 'R. Atra'}]",,,2019.0,0,0,0,False,,,2019-09-01,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T02:37:29.280Z
37,212360742,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '290359788', 'CorpusId': '212360742', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/f13d93b3967e1e2598158f116a414326b107b640,"优秀建筑论—淡化“风格”“流派”,创造“优秀建筑”","[{'authorId': '136585115', 'name': '邹德侬'}, {'authorId': '101337777', 'name': '杨昌鸣'}]",,,1994.0,0,0,0,False,,,,"{'name': '', 'pages': '36-39', 'volume': ''}",2022-02-08T03:00:34.181Z
38,185119181,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2726266863', 'CorpusId': '185119181', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/3b9ec9792762d5e34639291537b07b13397e57dd,"Woning, werk, wederhelft: Wat is waar van een oude wijsheid?","[{'authorId': '2070460135', 'name': 'F. Weerman'}, {'authorId': '152501265', 'name': 'J. Keijser'}, {'authorId': '144030108', 'name': 'W. Huisman'}]",,,2015.0,0,1,0,False,,,,"{'name': '', 'pages': '545-553', 'volume': '45'}",2022-02-08T11:37:56.266Z
39,184301721,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2344617804', 'CorpusId': '184301721', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/085bb048a3cf7f5a1fc65b3c9efc3d50427b55d5,Murre lukemisen opetuksessa,"[{'authorId': '147334778', 'name': 'Laina Lumio'}]",,,,0,0,0,False,,,,"{'name': '', 'pages': '49', 'volume': '13'}",2022-02-08T11:57:33.417Z
40,181891393,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '599966902', 'CorpusId': '181891393', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/8e50cc165293ab7e719777db0ffb9f8112dc23a2,特別講演(公開講座)より 公開講座「原発事故と子ども : 子どもの未来を考える」,"[{'authorId': '136332994', 'name': '神戸 信行'}]",,,2013.0,0,0,0,False,,,,,2022-02-08T13:06:44.888Z
41,181015416,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2265662057', 'CorpusId': '181015416', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/7575ab1488db16b7d8280ee762e95dac02acb2f3,阿胶多造假 “国粹”失底气,"[{'authorId': '114348084', 'name': '郝洪'}]",,,2010.0,0,0,0,False,,,,"{'name': '', 'pages': '38-38', 'volume': ''}",2022-02-08T13:17:05.063Z
42,179246149,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2256953125', 'CorpusId': '179246149', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/bf81630029e7641e5406dc71177a66788b401758,蕴寓自然气 抒写美妙诗——张魁书法艺术欣赏,"[{'authorId': '51997997', 'name': '张涛'}]",,,2009.0,0,0,0,False,,,,,2022-02-08T14:05:23.657Z
43,178935164,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '1523306844', 'CorpusId': '178935164', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/d0e192a911ae51d3ecdc20e9fa4b2e5ede624ab0,"Reseña de ""TEJIDOS ONÍRICOS: MOVILIDAD, CAPITALISMO Y BIOPOLÍTICA EN BOGOTÁ (1910-1930)"" de Santiago Castro-Gómez","[{'authorId': '115955642', 'name': 'César Andrés Ospina Mesa'}]",,,2010.0,0,1,0,False,,,,"{'name': '', 'pages': '262-264', 'volume': ''}",2022-02-08T14:11:47.624Z
44,172995394,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '20175762', 'CorpusId': '172995394', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/6a139f736f9c788c422892d781a965b005696fcd,Apuntes doctrinales y jurisprudenciales acerca de la problemática existente por la firma de pagarés en blanco como garantía de contratos mercantiles sin intervención de corredor de comercio,"[{'authorId': '134688811', 'name': 'Ricardo Balansó Zapater'}]",,,2000.0,0,0,0,False,,,,"{'name': '', 'pages': '145-162', 'volume': '99'}",2022-02-08T16:08:50.409Z
45,194684682,"{'ACL': None, 'DBLP': None, 'ArXiv': None, 'MAG': '2610307935', 'CorpusId': '194684682', 'PubMed': None, 'DOI': None, 'PubMedCentral': None}",https://www.semanticscholar.org/paper/1833ecfeb023ad075dc11dbdf5587dbf7f614ce5,Acercamiento retrospectivo y compilatorio a la obra de Manuel Guillermo Cantor Sánchez,"[{'authorId': '144036713', 'name': 'G. Gallego'}, {'authorId': '83743489', 'name': 'Jhon Fredy'}]",,,2016.0,0,0,0,False,,,,"{'name': '', 'pages': None, 'volume': ''}",2022-02-08T08:13:28.137Z
